PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
1167_01,Mars,TRUE,F/236/P,TRAPPIST-1e,28.0,FALSE,0.0,0.0,,0.0,0.0,Sugbix Terry,TRUE
1168_01,Earth,FALSE,E/69/P,TRAPPIST-1e,16.0,FALSE,0.0,58.0,12.0,68.0,653.0,Brancy Hughriend,FALSE
1169_01,Mars,,F/221/S,TRAPPIST-1e,40.0,FALSE,2357.0,0.0,9.0,0.0,0.0,Tifet Sin,FALSE
1170_01,Earth,FALSE,E/83/S,TRAPPIST-1e,23.0,FALSE,0.0,0.0,279.0,0.0,512.0,Samie Mcneiley,FALSE
1173_01,Earth,FALSE,G/182/S,PSO J318.5-22,24.0,,96.0,592.0,12.0,0.0,0.0,Ryany Gallandez,TRUE
1174_01,Earth,TRUE,G/176/P,TRAPPIST-1e,36.0,FALSE,0.0,0.0,,0.0,0.0,Janita Lessonerry,TRUE
1175_01,Mars,TRUE,F/223/S,TRAPPIST-1e,34.0,FALSE,0.0,0.0,0.0,0.0,0.0,Ers Brin,TRUE
1177_01,Europa,TRUE,C/44/P,TRAPPIST-1e,59.0,FALSE,0.0,0.0,0.0,0.0,0.0,Kaffias Wasterivel,TRUE
1178_01,Earth,FALSE,F/224/S,TRAPPIST-1e,20.0,FALSE,0.0,0.0,600.0,0.0,0.0,Walla Summington,FALSE
1179_01,Europa,TRUE,B/49/S,TRAPPIST-1e,15.0,FALSE,0.0,0.0,0.0,0.0,0.0,Kleeiak Dischod,TRUE
1180_01,Earth,FALSE,F/225/S,TRAPPIST-1e,19.0,FALSE,0.0,,957.0,4.0,0.0,Reneen Irwines,FALSE
1182_01,Mars,TRUE,F/237/P,55 Cancri e,64.0,FALSE,0.0,0.0,0.0,0.0,0.0,Mits Pota,TRUE
1182_02,Mars,FALSE,E/70/P,TRAPPIST-1e,24.0,FALSE,2997.0,0.0,3.0,0.0,7.0,Wee Pota,TRUE
1182_03,Mars,FALSE,F/237/P,TRAPPIST-1e,23.0,,60.0,1356.0,0.0,0.0,0.0,Ork Pota,TRUE
1185_01,Mars,FALSE,E/71/P,TRAPPIST-1e,30.0,FALSE,,0.0,0.0,679.0,0.0,Alls Nutty,FALSE
1186_01,Earth,FALSE,G/183/S,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,Card Browlerson,TRUE
1186_02,Earth,FALSE,G/183/S,TRAPPIST-1e,8.0,,0.0,0.0,0.0,0.0,0.0,Elany Browlerson,FALSE
1186_03,Earth,TRUE,G/183/S,TRAPPIST-1e,1.0,FALSE,0.0,0.0,0.0,0.0,0.0,Harrie Browlerson,FALSE
1186_04,Earth,FALSE,F/227/S,TRAPPIST-1e,48.0,FALSE,0.0,33.0,654.0,0.0,113.0,Oraryn Browlerson,TRUE
1186_05,Earth,FALSE,G/183/S,TRAPPIST-1e,12.0,FALSE,0.0,0.0,0.0,0.0,0.0,Eriney Browlerson,FALSE
1187_01,Earth,FALSE,F/228/S,TRAPPIST-1e,30.0,FALSE,0.0,575.0,180.0,4.0,44.0,Erick Matts,FALSE
1187_02,Earth,FALSE,G/184/S,TRAPPIST-1e,10.0,FALSE,0.0,0.0,0.0,0.0,0.0,Hughan Matts,FALSE
1187_03,Earth,FALSE,G/184/S,TRAPPIST-1e,11.0,FALSE,0.0,0.0,0.0,0.0,0.0,Stace Matts,FALSE
1188_01,Europa,FALSE,C/46/P,TRAPPIST-1e,58.0,FALSE,204.0,4227.0,0.0,3026.0,61.0,Genubi Sorticbar,FALSE
1190_01,Earth,FALSE,E/72/P,TRAPPIST-1e,52.0,FALSE,0.0,243.0,464.0,71.0,8.0,Melica Carpennels,TRUE
1191_01,Earth,FALSE,F/229/S,TRAPPIST-1e,36.0,FALSE,0.0,0.0,0.0,0.0,1583.0,Annah Santry,FALSE
1192_01,Earth,FALSE,F/238/P,TRAPPIST-1e,32.0,FALSE,600.0,670.0,0.0,187.0,0.0,Ivaney Moodman,FALSE
1193_01,Europa,TRUE,B/50/S,TRAPPIST-1e,16.0,FALSE,0.0,0.0,0.0,0.0,0.0,Eleonon Presstic,TRUE
1193_02,Europa,TRUE,B/50/S,55 Cancri e,25.0,FALSE,0.0,0.0,0.0,0.0,0.0,Solam Presstic,TRUE
1195_01,Earth,FALSE,F/239/P,55 Cancri e,28.0,FALSE,2.0,558.0,0.0,0.0,0.0,Mael Lancis,TRUE
1197_01,Europa,FALSE,B/45/P,55 Cancri e,32.0,TRUE,0.0,122.0,3700.0,337.0,1388.0,Wasatan Folhal,FALSE
1198_01,Mars,FALSE,,TRAPPIST-1e,28.0,,42.0,1116.0,0.0,0.0,0.0,Rinnab Tie,TRUE
1199_01,Earth,FALSE,E/73/P,TRAPPIST-1e,16.0,FALSE,0.0,0.0,752.0,0.0,235.0,Lillen Hubbarnett,FALSE
1203_01,Europa,FALSE,B/51/S,55 Cancri e,50.0,TRUE,0.0,5473.0,0.0,703.0,6381.0,Celava Unrent,FALSE
1206_01,Earth,FALSE,F/241/P,TRAPPIST-1e,20.0,FALSE,71.0,8.0,513.0,354.0,0.0,Vana Powery,FALSE
1208_01,Earth,FALSE,G/178/P,TRAPPIST-1e,23.0,FALSE,,0.0,6.0,30.0,200.0,Arllia Blainson,FALSE
1210_01,Earth,TRUE,G/179/P,TRAPPIST-1e,45.0,,0.0,0.0,0.0,0.0,0.0,Helean Brooker,TRUE
1210_02,Earth,FALSE,G/179/P,TRAPPIST-1e,23.0,FALSE,393.0,510.0,0.0,0.0,5.0,Done Brooker,FALSE
1211_01,Earth,TRUE,G/186/S,PSO J318.5-22,53.0,FALSE,0.0,0.0,0.0,0.0,0.0,Andyn Alvasquez,FALSE
1211_02,Earth,TRUE,G/186/S,TRAPPIST-1e,8.0,FALSE,0.0,0.0,0.0,0.0,0.0,Curtle Alvasquez,FALSE
1211_03,Earth,TRUE,G/186/S,TRAPPIST-1e,6.0,FALSE,0.0,0.0,0.0,0.0,0.0,Bethy Pollarkeeks,TRUE
1211_04,Earth,TRUE,G/186/S,TRAPPIST-1e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,Erick Pollarkeeks,FALSE
1211_05,Earth,FALSE,F/232/S,55 Cancri e,13.0,FALSE,1.0,212.0,843.0,78.0,10.0,Scotty Alvasquez,TRUE
1211_06,Earth,TRUE,G/186/S,TRAPPIST-1e,60.0,FALSE,0.0,0.0,0.0,0.0,0.0,Ianna Alvasquez,FALSE
1211_07,Earth,FALSE,G/186/S,55 Cancri e,1.0,FALSE,0.0,0.0,0.0,,0.0,Bretty Pollarkeeks,TRUE
1212_01,Earth,FALSE,G/180/P,TRAPPIST-1e,40.0,FALSE,0.0,1.0,195.0,560.0,0.0,Luise Vales,FALSE
1213_01,Earth,FALSE,F/242/P,TRAPPIST-1e,51.0,FALSE,0.0,,800.0,0.0,4.0,Lison Mckinsond,TRUE
1214_01,Earth,TRUE,G/181/P,55 Cancri e,31.0,FALSE,0.0,0.0,0.0,0.0,0.0,Elanie Fulloydez,TRUE
1215_01,Earth,TRUE,G/187/S,TRAPPIST-1e,28.0,FALSE,0.0,0.0,0.0,0.0,0.0,Kaye Huntt,TRUE
1216_01,Earth,FALSE,G/182/P,TRAPPIST-1e,20.0,FALSE,65.0,905.0,0.0,0.0,0.0,Iree Pentss,TRUE
1218_01,Earth,FALSE,F/243/P,TRAPPIST-1e,14.0,FALSE,0.0,0.0,0.0,2143.0,7.0,Karah Gilleranks,FALSE
1220_01,Europa,FALSE,E/76/P,TRAPPIST-1e,23.0,FALSE,0.0,592.0,0.0,345.0,810.0,Misamak Fanchy,FALSE
1221_01,Earth,FALSE,G/188/S,TRAPPIST-1e,4.0,FALSE,0.0,0.0,0.0,0.0,0.0,Wine Alfordonard,FALSE
1221_02,Earth,FALSE,E/87/S,TRAPPIST-1e,20.0,FALSE,0.0,0.0,0.0,1608.0,1.0,Tricky Alfordonard,FALSE
1222_01,Earth,FALSE,G/183/P,TRAPPIST-1e,75.0,FALSE,0.0,493.0,0.0,131.0,132.0,Evenna Hubert,FALSE
1223_01,Europa,TRUE,C/48/S,55 Cancri e,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,Terope Coweboded,TRUE
1225_01,Earth,FALSE,F/244/P,TRAPPIST-1e,18.0,FALSE,2.0,1311.0,60.0,28.0,1.0,Margia Morrodgers,TRUE
1228_01,Mars,TRUE,,TRAPPIST-1e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,Snich Purle,TRUE
1228_02,Mars,FALSE,E/89/S,TRAPPIST-1e,59.0,FALSE,142.0,0.0,907.0,0.0,0.0,Newtch Purle,TRUE
1229_01,Earth,FALSE,F/245/P,TRAPPIST-1e,27.0,FALSE,0.0,0.0,863.0,33.0,2.0,Nelsie Floydendley,TRUE
1230_01,Earth,FALSE,G/189/S,TRAPPIST-1e,38.0,FALSE,354.0,34.0,0.0,291.0,229.0,Catha Gainebergan,FALSE
1231_01,Mars,TRUE,E/77/P,TRAPPIST-1e,41.0,FALSE,0.0,0.0,0.0,0.0,0.0,Marms Emead,FALSE
1232_01,Europa,TRUE,C/49/S,TRAPPIST-1e,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,Sarthim Geraing,TRUE
1232_02,Europa,FALSE,C/49/S,55 Cancri e,29.0,FALSE,0.0,42.0,0.0,4651.0,661.0,Tope Geraing,FALSE
1233_01,Earth,TRUE,G/184/P,PSO J318.5-22,22.0,FALSE,0.0,0.0,0.0,0.0,0.0,Aarone Burryerson,TRUE
1234_01,Earth,FALSE,F/236/S,PSO J318.5-22,23.0,FALSE,0.0,0.0,1250.0,0.0,0.0,Derina Lambles,TRUE
1235_01,Earth,FALSE,F/237/S,TRAPPIST-1e,32.0,FALSE,27.0,393.0,1061.0,27.0,0.0,Lyn Scottuez,TRUE
1236_01,Earth,FALSE,F/246/P,55 Cancri e,21.0,FALSE,614.0,43.0,0.0,1.0,0.0,Briany Lancock,FALSE
1238_01,Europa,FALSE,C/50/S,TRAPPIST-1e,26.0,FALSE,0.0,1026.0,3301.0,831.0,356.0,Merops Pronfraked,TRUE
1238_02,Europa,TRUE,B/53/S,TRAPPIST-1e,61.0,FALSE,0.0,0.0,0.0,0.0,0.0,,TRUE
1239_01,Earth,FALSE,E/78/P,PSO J318.5-22,30.0,FALSE,585.0,13.0,122.0,40.0,105.0,Guye Klindsey,TRUE
1240_01,Earth,FALSE,F/238/S,TRAPPIST-1e,40.0,FALSE,889.0,185.0,0.0,0.0,28.0,Nelsie Bookson,TRUE
1242_01,Europa,FALSE,C/48/P,55 Cancri e,37.0,FALSE,0.0,4677.0,0.0,115.0,223.0,Antonon Clugeadry,TRUE
1243_01,Europa,FALSE,A/9/P,TRAPPIST-1e,41.0,FALSE,0.0,4224.0,0.0,1374.0,1281.0,Tautrix Drivery,FALSE
1243_02,Europa,FALSE,A/9/P,TRAPPIST-1e,32.0,FALSE,8168.0,69.0,11.0,371.0,0.0,Geno Oderient,FALSE
1246_01,Earth,FALSE,G/185/P,TRAPPIST-1e,30.0,FALSE,0.0,192.0,0.0,565.0,0.0,Valey Schmondez,FALSE
1248_01,Earth,FALSE,F/239/S,PSO J318.5-22,27.0,FALSE,0.0,,0.0,0.0,0.0,Landa Ewiseston,TRUE
1250_01,Earth,FALSE,F/240/S,TRAPPIST-1e,22.0,FALSE,0.0,17.0,0.0,61.0,567.0,Dony Torrez,FALSE
1254_01,Mars,FALSE,D/44/S,TRAPPIST-1e,54.0,FALSE,704.0,0.0,431.0,0.0,47.0,Cupers Breke,FALSE
1254_02,Mars,FALSE,F/241/S,TRAPPIST-1e,27.0,FALSE,4.0,0.0,896.0,229.0,0.0,Babix Breke,FALSE
1255_01,Mars,TRUE,F/242/S,TRAPPIST-1e,52.0,FALSE,0.0,0.0,0.0,,0.0,Shres Potte,TRUE
1255_02,Mars,TRUE,F/242/S,TRAPPIST-1e,15.0,FALSE,0.0,0.0,0.0,0.0,0.0,Razzle Potte,TRUE
1256_01,Mars,FALSE,E/92/S,TRAPPIST-1e,27.0,FALSE,1277.0,0.0,1.0,10.0,9.0,Hary Erpie,FALSE
1258_01,Europa,FALSE,A/10/P,55 Cancri e,30.0,FALSE,0.0,3628.0,289.0,1737.0,4987.0,Tauva Cowsearney,FALSE
1259_01,Earth,FALSE,F/243/S,TRAPPIST-1e,19.0,FALSE,0.0,0.0,619.0,0.0,142.0,Eulahy Mcguirez,FALSE
1260_01,Earth,TRUE,G/186/P,PSO J318.5-22,22.0,FALSE,0.0,0.0,0.0,0.0,0.0,Glena Scotterkins,TRUE
1261_01,Europa,FALSE,C/49/P,55 Cancri e,43.0,FALSE,1365.0,3106.0,0.0,50.0,2313.0,Brafirk Healted,FALSE
1263_01,Mars,FALSE,F/244/S,TRAPPIST-1e,25.0,FALSE,1084.0,1.0,66.0,0.0,5.0,Batses Vloaf,FALSE
1264_01,Earth,FALSE,E/79/P,TRAPPIST-1e,51.0,FALSE,0.0,1.0,0.0,51.0,945.0,Franda Roberrenn,FALSE
1267_01,Earth,TRUE,G/191/S,PSO J318.5-22,34.0,,0.0,0.0,0.0,0.0,0.0,Hencey Jacostaffey,TRUE
1269_01,Mars,FALSE,E/80/P,TRAPPIST-1e,21.0,FALSE,2066.0,0.0,15.0,0.0,1.0,Gorn Pane,FALSE
1271_01,Earth,TRUE,G/189/P,PSO J318.5-22,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,Melara Hubbarrison,FALSE
1273_01,Earth,FALSE,F/246/S,TRAPPIST-1e,23.0,FALSE,0.0,0.0,0.0,759.0,0.0,Teremy Cruzaley,FALSE
1274_01,Earth,FALSE,F/254/P,55 Cancri e,38.0,FALSE,0.0,0.0,591.0,40.0,173.0,Claine Willangsey,FALSE
1278_01,Earth,TRUE,G/190/P,TRAPPIST-1e,30.0,FALSE,0.0,0.0,0.0,0.0,0.0,Ren Howayery,FALSE
1279_01,Europa,TRUE,C/50/P,55 Cancri e,31.0,FALSE,0.0,0.0,0.0,0.0,0.0,Sadark Dynigic,TRUE
1280_01,Earth,FALSE,F/257/P,PSO J318.5-22,44.0,FALSE,0.0,178.0,482.0,0.0,0.0,Antone Leton,TRUE
1281_01,Earth,TRUE,G/193/S,TRAPPIST-1e,14.0,FALSE,0.0,0.0,0.0,0.0,0.0,Andice Tranciams,FALSE
1282_01,Earth,TRUE,G/191/P,PSO J318.5-22,18.0,,0.0,0.0,0.0,0.0,0.0,Dony Handertiz,FALSE
1283_01,Earth,FALSE,G/194/S,TRAPPIST-1e,19.0,FALSE,6.0,,1.0,714.0,0.0,Enrie Burchanez,FALSE
1284_01,Mars,TRUE,F/247/S,,,FALSE,0.0,,0.0,0.0,0.0,Hal Knité,TRUE
1285_01,Earth,FALSE,F/258/P,55 Cancri e,36.0,FALSE,286.0,415.0,16.0,0.0,0.0,Ricia Weaverays,FALSE
1286_01,Mars,TRUE,F/248/S,TRAPPIST-1e,10.0,FALSE,0.0,0.0,0.0,0.0,0.0,Jackix Fache,TRUE
1287_01,Mars,TRUE,F/259/P,TRAPPIST-1e,1.0,FALSE,0.0,0.0,0.0,0.0,0.0,Wilves Pimne,TRUE
1287_02,Mars,TRUE,F/259/P,55 Cancri e,4.0,FALSE,0.0,0.0,0.0,,0.0,,TRUE
1287_03,Mars,FALSE,F/259/P,TRAPPIST-1e,21.0,FALSE,733.0,0.0,1084.0,1.0,43.0,Diles Pimne,FALSE
1288_01,Earth,FALSE,G/192/P,TRAPPIST-1e,24.0,FALSE,621.0,0.0,0.0,0.0,0.0,Nance Flemaney,FALSE
1289_01,Earth,FALSE,G/195/S,TRAPPIST-1e,8.0,FALSE,0.0,0.0,0.0,0.0,,Idace Fultz,FALSE
1289_02,Earth,FALSE,G/195/S,TRAPPIST-1e,18.0,FALSE,789.0,0.0,2.0,0.0,19.0,Chelsa Fultz,FALSE
1291_01,Mars,FALSE,F/260/P,TRAPPIST-1e,33.0,FALSE,1758.0,59.0,4.0,0.0,0.0,Sceres Ponie,FALSE
1292_01,Europa,FALSE,B/55/S,55 Cancri e,31.0,TRUE,0.0,27723.0,3.0,202.0,3146.0,Scharab Conale,TRUE
1292_02,Europa,FALSE,B/55/S,TRAPPIST-1e,43.0,FALSE,105.0,368.0,268.0,842.0,13.0,Izarino Conale,TRUE
1293_01,Earth,FALSE,F/261/P,TRAPPIST-1e,20.0,FALSE,213.0,0.0,,0.0,584.0,Elany Bertsontry,FALSE
1294_01,Europa,TRUE,A/14/S,TRAPPIST-1e,28.0,FALSE,0.0,0.0,0.0,0.0,0.0,Aldhib Gulcepusy,TRUE
1294_02,Europa,TRUE,A/14/S,PSO J318.5-22,30.0,FALSE,0.0,0.0,0.0,0.0,0.0,Chamak Plegred,TRUE
1294_03,Europa,FALSE,A/14/S,TRAPPIST-1e,28.0,TRUE,,0.0,,0.0,0.0,Dscheat Gulcepusy,FALSE
1295_01,Earth,,,TRAPPIST-1e,19.0,FALSE,68.0,0.0,0.0,719.0,0.0,Nica Vaught,FALSE
1299_01,Earth,FALSE,F/250/S,TRAPPIST-1e,22.0,FALSE,0.0,0.0,675.0,5.0,0.0,Naomin Moodsey,TRUE
1300_01,Earth,FALSE,F/251/S,55 Cancri e,27.0,FALSE,1.0,299.0,1.0,380.0,13.0,Loria Robins,FALSE
1302_01,Mars,FALSE,D/45/S,55 Cancri e,22.0,FALSE,218.0,50.0,4817.0,146.0,256.0,Beah Erry,TRUE
1304_01,Earth,TRUE,E/82/P,55 Cancri e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,Lyde Quinnedy,TRUE
1304_02,Earth,FALSE,E/82/P,TRAPPIST-1e,4.0,FALSE,0.0,0.0,0.0,0.0,0.0,Mamina Carrishley,FALSE
1304_03,Earth,FALSE,E/82/P,TRAPPIST-1e,10.0,FALSE,0.0,0.0,,0.0,0.0,Winia Quinnedy,FALSE
1304_04,Earth,FALSE,E/82/P,TRAPPIST-1e,9.0,FALSE,0.0,0.0,0.0,0.0,0.0,Sethew Powenoble,TRUE
1304_05,Earth,TRUE,E/82/P,TRAPPIST-1e,37.0,FALSE,0.0,0.0,0.0,0.0,0.0,Moniey Powenoble,FALSE
1304_06,Earth,FALSE,E/82/P,PSO J318.5-22,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,Margia Powenoble,TRUE
1306_01,Europa,FALSE,B/56/S,TRAPPIST-1e,44.0,FALSE,0.0,3863.0,1.0,1010.0,514.0,Zaurah Irintious,TRUE
1306_02,Europa,FALSE,B/56/S,55 Cancri e,11.0,FALSE,0.0,0.0,0.0,0.0,0.0,Alsham Irintious,TRUE
1307_01,Earth,TRUE,G/193/P,TRAPPIST-1e,22.0,FALSE,0.0,0.0,0.0,0.0,0.0,Andrey Norrison,FALSE
1308_01,Europa,TRUE,,55 Cancri e,40.0,FALSE,0.0,0.0,0.0,0.0,0.0,Diram Plegred,TRUE
1308_02,Europa,FALSE,E/94/S,55 Cancri e,30.0,FALSE,278.0,3300.0,0.0,8145.0,2519.0,Tachba Plegred,FALSE
1308_03,Europa,FALSE,E/94/S,55 Cancri e,37.0,FALSE,0.0,439.0,0.0,3198.0,6.0,Grafi Plegred,FALSE
1308_04,Europa,TRUE,E/94/S,55 Cancri e,26.0,FALSE,0.0,0.0,0.0,0.0,0.0,Medib Plegred,TRUE
1309_01,Earth,FALSE,F/264/P,TRAPPIST-1e,19.0,FALSE,0.0,4.0,109.0,0.0,671.0,Regana Gordond,TRUE
1310_01,Europa,FALSE,C/52/S,TRAPPIST-1e,57.0,FALSE,0.0,987.0,1.0,4948.0,53.0,Kitauon Coillery,FALSE
1311_01,Mars,FALSE,F/265/P,,1.0,FALSE,0.0,0.0,0.0,0.0,0.0,Pios Make,TRUE
1311_02,Mars,FALSE,F/265/P,TRAPPIST-1e,17.0,FALSE,948.0,47.0,292.0,0.0,0.0,Wale Make,FALSE
1311_03,Mars,FALSE,D/43/P,TRAPPIST-1e,26.0,FALSE,1946.0,4.0,4.0,0.0,623.0,Muld Make,FALSE
1312_01,Earth,TRUE,G/194/P,55 Cancri e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,Darley Blandez,TRUE
1316_01,Europa,TRUE,E/95/S,TRAPPIST-1e,28.0,FALSE,0.0,0.0,0.0,0.0,0.0,Sadrus Quelfly,TRUE
1316_02,Europa,FALSE,E/95/S,55 Cancri e,36.0,FALSE,0.0,847.0,,4664.0,89.0,Arion Quelfly,FALSE
1317_01,Mars,FALSE,F/266/P,TRAPPIST-1e,25.0,FALSE,2508.0,0.0,23.0,0.0,67.0,Ton Tité,FALSE
1322_01,Earth,TRUE,G/196/P,TRAPPIST-1e,40.0,FALSE,0.0,0.0,0.0,0.0,0.0,Tonnie Masquez,TRUE
1323_01,Earth,TRUE,F/267/P,55 Cancri e,23.0,FALSE,0.0,0.0,0.0,0.0,0.0,Jilla Gamberson,TRUE
1324_01,Earth,TRUE,G/199/S,55 Cancri e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,Carona Gilleyons,FALSE
1324_02,Earth,FALSE,G/199/S,55 Cancri e,10.0,FALSE,0.0,0.0,0.0,0.0,0.0,Wen Gilleyons,FALSE
1324_03,Earth,TRUE,G/199/S,TRAPPIST-1e,43.0,FALSE,0.0,0.0,0.0,0.0,0.0,Lewise Gilleyons,TRUE
1325_01,Earth,TRUE,E/97/S,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,Jimen Barbes,TRUE
1325_02,Earth,FALSE,E/97/S,TRAPPIST-1e,24.0,FALSE,70.0,160.0,340.0,0.0,336.0,Wilmay Barbes,FALSE
1325_03,Earth,TRUE,E/97/S,TRAPPIST-1e,42.0,FALSE,0.0,0.0,0.0,0.0,0.0,Lilasa Barbes,TRUE
1326_01,Mars,FALSE,F/257/S,TRAPPIST-1e,30.0,FALSE,1450.0,0.0,,0.0,1147.0,Wales Gelte,FALSE
1326_02,Mars,FALSE,F/257/S,TRAPPIST-1e,19.0,FALSE,1507.0,0.0,260.0,0.0,0.0,Stote Gelte,FALSE
1328_01,Earth,TRUE,G/198/P,TRAPPIST-1e,26.0,FALSE,0.0,0.0,0.0,0.0,0.0,Joandy Rigginsen,FALSE
1330_01,Mars,FALSE,D/46/S,TRAPPIST-1e,47.0,FALSE,405.0,0.0,193.0,458.0,0.0,Sts Mare,FALSE
1330_02,Mars,FALSE,D/46/S,TRAPPIST-1e,28.0,FALSE,120.0,8.0,1128.0,1.0,7.0,Hocops Datty,TRUE
1331_01,Earth,TRUE,G/200/S,PSO J318.5-22,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,Cathya Alshipson,TRUE
1332_01,Earth,FALSE,E/98/S,TRAPPIST-1e,29.0,FALSE,28.0,0.0,561.0,203.0,0.0,Kayd Hurchez,FALSE
1333_01,Earth,FALSE,F/269/P,PSO J318.5-22,32.0,FALSE,0.0,486.0,0.0,229.0,26.0,Elindy Fryes,FALSE
1335_01,Earth,TRUE,G/199/P,TRAPPIST-1e,44.0,FALSE,0.0,0.0,0.0,0.0,0.0,Shan Moodsey,FALSE
1336_01,Earth,TRUE,G/201/S,TRAPPIST-1e,17.0,FALSE,0.0,0.0,0.0,0.0,0.0,,TRUE
1337_01,Earth,,F/258/S,55 Cancri e,35.0,FALSE,775.0,14.0,0.0,610.0,4.0,Brank Shermann,FALSE
1340_01,Earth,TRUE,G/203/S,TRAPPIST-1e,23.0,FALSE,0.0,0.0,0.0,0.0,0.0,Pamiea Harrenoldez,FALSE
1342_01,Earth,FALSE,G/200/P,TRAPPIST-1e,34.0,FALSE,0.0,118.0,5.0,0.0,761.0,Darry Mayder,FALSE
1345_01,Earth,FALSE,F/260/S,TRAPPIST-1e,25.0,FALSE,1174.0,0.0,18.0,721.0,0.0,Mistie Flowensley,FALSE
1347_01,,FALSE,F/271/P,TRAPPIST-1e,67.0,FALSE,0.0,761.0,0.0,1.0,0.0,Karah Horners,TRUE
1348_01,Europa,FALSE,B/57/S,TRAPPIST-1e,22.0,FALSE,0.0,1531.0,0.0,369.0,2969.0,Batan Balightal,FALSE
1348_02,Europa,TRUE,B/57/S,TRAPPIST-1e,,FALSE,0.0,0.0,0.0,0.0,0.0,Aske Balightal,TRUE
1350_01,Earth,TRUE,G/206/S,55 Cancri e,27.0,FALSE,0.0,0.0,0.0,0.0,0.0,Sharie Cleang,TRUE
1350_02,Earth,FALSE,F/261/S,TRAPPIST-1e,14.0,FALSE,1489.0,2.0,126.0,460.0,72.0,Isa Cleang,FALSE
1350_03,Earth,FALSE,G/206/S,PSO J318.5-22,42.0,FALSE,491.0,106.0,8.0,202.0,0.0,Mamina Cleang,FALSE
1350_04,Earth,TRUE,G/206/S,PSO J318.5-22,19.0,FALSE,0.0,0.0,0.0,0.0,0.0,Lulah Cleang,FALSE
1351_01,Earth,FALSE,G/202/P,TRAPPIST-1e,22.0,FALSE,0.0,0.0,0.0,0.0,0.0,,FALSE
1352_01,Mars,FALSE,F/272/P,TRAPPIST-1e,31.0,FALSE,43.0,782.0,1.0,660.0,0.0,Sps Gerry,FALSE
1353_01,Mars,FALSE,F/262/S,TRAPPIST-1e,10.0,FALSE,0.0,0.0,0.0,0.0,0.0,Dontch Tepie,TRUE
1353_02,Mars,FALSE,F/262/S,TRAPPIST-1e,39.0,FALSE,1535.0,0.0,340.0,0.0,723.0,Beant Tepie,FALSE
1353_03,Mars,TRUE,F/262/S,TRAPPIST-1e,41.0,FALSE,0.0,0.0,0.0,0.0,,Cings Tepie,TRUE
1353_04,Mars,FALSE,F/262/S,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,Fex Tepie,TRUE
1355_01,Earth,TRUE,G/203/P,PSO J318.5-22,22.0,FALSE,0.0,0.0,0.0,0.0,0.0,Timmie Paynard,TRUE
1356_01,Earth,FALSE,G/207/S,TRAPPIST-1e,21.0,FALSE,0.0,39.0,0.0,310.0,539.0,Leony Rothewson,FALSE
1357_01,Mars,TRUE,D/48/S,TRAPPIST-1e,40.0,FALSE,0.0,0.0,0.0,0.0,0.0,Bet Stre,TRUE
1360_01,Earth,FALSE,E/100/S,TRAPPIST-1e,25.0,FALSE,0.0,997.0,0.0,0.0,0.0,Terta Blandez,TRUE
1362_01,Earth,FALSE,F/265/S,TRAPPIST-1e,23.0,FALSE,0.0,1268.0,0.0,119.0,2.0,,FALSE
1365_01,Europa,FALSE,B/58/S,55 Cancri e,33.0,FALSE,77.0,2381.0,0.0,3656.0,150.0,Alkeson Exnutch,FALSE
1365_02,Europa,TRUE,B/58/S,TRAPPIST-1e,20.0,FALSE,0.0,0.0,0.0,0.0,0.0,Anchird Exnutch,TRUE
1366_01,Earth,TRUE,G/206/P,55 Cancri e,40.0,FALSE,0.0,,0.0,0.0,0.0,Searla Hestes,TRUE
1368_01,Earth,TRUE,G/208/P,TRAPPIST-1e,27.0,FALSE,0.0,0.0,0.0,0.0,0.0,Iandy Lanks,FALSE
1370_01,Earth,FALSE,E/102/S,TRAPPIST-1e,21.0,FALSE,965.0,0.0,23.0,3.0,0.0,Timmy Waterson,FALSE
1371_01,Mars,,D/44/P,TRAPPIST-1e,25.0,FALSE,591.0,466.0,0.0,0.0,0.0,Dunch Kuche,FALSE
1375_01,Earth,FALSE,G/208/S,TRAPPIST-1e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,Aleen Sykess,FALSE
1375_02,Earth,FALSE,F/267/S,TRAPPIST-1e,19.0,FALSE,0.0,3.0,946.0,0.0,0.0,Gwendy Sykess,FALSE
1376_01,Earth,TRUE,G/211/P,TRAPPIST-1e,41.0,FALSE,0.0,0.0,0.0,0.0,0.0,Karia Delez,FALSE
